title,num_pages,rating,rating_count,editions,foreward,five_star,four_star,three_star,two_star,one_star,product_url,author,co_author(s),genre(s),publication_date,book_format,book_cost($),book_access
Selected Data On Science And Engineering Doctorate Awards 1995,87,0.0,0,1,0,0,0,0,0,0,https://www.goodreads.com/book/show/113113779-selected-data-on-science-and-engineering-doctorate-awards-1995?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=1916,Susan T. Hill,,,,Paperback,,Purchase on Amazon
Selected data on science and engineering doctorate awards. Volume 1992 1992 [Leather Bound],80,0.0,0,1,"Leather Binding on Spine and Corners with Golden Leaf Printing on round Spine (extra customization on request like complete leather, Golden Screen printing in Front, Color Leather, Colored book etc.) Reprinted in 2022 with the help of original edition published long back [1992]. This book is printed in black & white, sewing binding for longer life, Printed on high quality Paper, re-sized as per Current standards, professionally processed without changing its contents. As these are old books, we processed each page manually and make them readable but in some cases some pages which are blur or missing or black spots. We expect that you will understand our compulsion in these books. We found this book important for the readers who want to know more about our old treasure so we brought it back to the shelves. Hope you will like it and give your comments and suggestions. Lang: - English, Vol: - Volume 1992, Pages 80. EXTRA 10 DAYS APART FROM THE NORMAL SHIPPING PERIOD WILL BE REQUIRED FOR LEATHER BOUND BOOKS. COMPLETE LEATHER WILL COST YOU EXTRA US$ 25 APART FROM THE LEATHER BOUND BOOKS. {FOLIO EDITION IS ALSO AVAILABLE.} Complete Title:- Selected data on science and engineering doctorate awards. Volume 1992 1992",0,0,0,0,0,https://www.goodreads.com/book/show/124385428-selected-data-on-science-and-engineering-doctorate-awards-volume-1992-1?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=1337,Anonymous,,,2022-01-01,Leather bound,,Purchase on Amazon
Selected data on science and engineering doctorate awards. Volume 1993 1993 [Leather Bound],102,0.0,0,1,"Leather Binding on Spine and Corners with Golden Leaf Printing on round Spine (extra customization on request like complete leather, Golden Screen printing in Front, Color Leather, Colored book etc.) Reprinted in 2018 with the help of original edition published long back [1993]. This book is printed in black & white, sewing binding for longer life, Printed on high quality Paper, re-sized as per Current standards, professionally processed without changing its contents. As these are old books, we processed each page manually and make them readable but in some cases some pages which are blur or missing or black spots. We expect that you will understand our compulsion in these books. We found this book important for the readers who want to know more about our old treasure so we brought it back to the shelves. Hope you will like it and give your comments and suggestions. - English, - Volume 1993, Pages 102. EXTRA 10 DAYS APART FROM THE NORMAL SHIPPING PERIOD WILL BE REQUIRED FOR LEATHER BOUND BOOKS. COMPLETE LEATHER WILL COST YOU EXTRA US$ 25 APART FROM THE LEATHER BOUND BOOKS. {FOLIO EDITION IS ALSO AVAILABLE.} Complete Selected data on science and engineering doctorate awards. Volume 1993 1993",0,0,0,0,0,https://www.goodreads.com/book/show/131214845-selected-data-on-science-and-engineering-doctorate-awards-volume-1993-1?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=128,Selected data on science and engineering doctorate awards. Volume 1993 1993 Leather Bound,,,2018-01-01,Leather bound,,Purchase on Amazon
Selecting Statistical Techniques for Social Science Data : A Guide for SAS,112,3.0,1,1,"Take the guesswork out of selecting a statistical technique for social science data! This guide will help you select from the vast array of statistical techniques that can be applied in a particular analysis. It addresses social scientists, data analysts, and graduate students who have some knowledge of social science statistics and who want a systematic, highly condensed overview of many of the statistical techniques in current use and the purposes for which each is intended. Originally published in 1971, this guide has been updated to incorporate current statistical and analytical developments. In addition, you'll find a summary of how each of the techniques is provided through SAS software.",0,0,1,0,0,https://www.goodreads.com/book/show/1399074.Selecting_Statistical_Techniques_for_Social_Science_Data_?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=401,Kathleen B. Welch,,,,Paperback,,Purchase on Amazon
Semiconductors: Group IV Elements and III-V Compounds,,0.0,0,1,"The frequent use of well known critical data handbooks like Beilstein, Gmelin and LandoltÃÂ­ Bornstein is impeded by the fact that merely larger libraries - often far away from the scientist's working place - can afford such precious collections. To satisfy an urgent need of many scientists for having at their working place a comprehensive, high quality, but cheap collection of at least the basic data oftheirfield of interest the series ""Data in Science and Technology""is started now. This first volume presents the most important data on two groups of semiconductors, the elements of the IVth group of the periodic system and the III-V compounds. All data were compiled from information on about 2500 pages in various volumes of the New Series of Landolt-Bornstein. For each critically chosen data set and each figure the original literature is cited. In addition, tables of content refer to the handbooks the data were drawn from. Thus the presentation of data in this volume is of the same high quality standard as in the original evaluated data collections. We hope to meet the needs of the physical community with the volumes of the series ""Data in Science and Technology"", forming bridges between the laboratory and additional information sources in the libraries.",0,0,0,0,0,https://www.goodreads.com/book/show/825416.Semiconductors?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=353,Otfried Madelung ,,,,Paperback,,Purchase on Amazon
Semiconductors: Others Than Group IV Elements and Iii-V Compounds,153,0.0,0,1,"The large handbooks in physics, chemistry and other disciplines contain data needed every day, and additional data, as important as the others, but needed only at longer time intervals. Thus a new series Data in Science and Technology has been founded which besides the basic data contains a full list of contents of the respective volumes the data were drawn from. Hence the user is informed what additional information is held at his disposal in the more complete handbooks, i.e. the Data in Science and Technology provide a bridge from the laboratory to the library. The third volume contains information about others than group IV elements and III-V compounds. It is an extension of the first volume on group IV elements and III-V compounds and contains data and further information about some hundred other semiconducting substances.",0,0,0,0,0,https://www.goodreads.com/book/show/713545.Semiconductors?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=806,Otfried Madelung ,,,,Paperback,,Purchase on Amazon
"Semidiones and Semiquinones, and Related Species / Semidione und Semichinone, sowie verwandte Verbindungen",405,0.0,0,1,,0,0,0,0,0,https://www.goodreads.com/book/show/5803005-semidiones-and-semiquinones-and-related-species-semidione-und-semichi?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=862,T. JÃÂ¼lich," D. Klotz, M. Lehnig",,,Hardcover,,Purchase on Amazon
Sharing Social Science Data: Advantages and Challenges,176,4.0,1,1,"This book represents the major accomplishments of social scientists who have pioneered in data sharing, highlighting the advantages for social science. It includes an examination of the reasons for data sharing, the specific sharing practices in various disciplines, the factors affecting the usefulness of shared data and individual and institutional concerns about data sharing. It will be useful to academics across the social sciences.",0,1,0,0,0,https://www.goodreads.com/book/show/16611083-sharing-social-science-data?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=346,Joan E. Sieber ,,,,ebbok,,Purchase on Amazon
"Show Me The Data Notebook: Data Science Computer Accounting - Funny Data Scientist / Journal Gift, 120 Pages , 6X9,Best & Unique Gift Ideas for Data Nerds Lovers",122,0.0,0,1,"This cute Notebook Journal is a Great Gifts Idea for Data Lovers, Big Data Scientists, Machine Learning & AI Experts, Graphic Keeper, Finance Analyst, Makes a very unique gift for every occasion.- 120 pages- Size 6 x 9 Inch- White-color paper- Matte finish cover",0,0,0,0,0,https://www.goodreads.com/book/show/62793070-show-me-the-data-notebook?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=1150,J.F Galbraith,,,2021-12-05,Paperback,,Purchase on Amazon
"Show Me The Data: Best Gifts For Data Nerds, Funny Data Science Gifts, Data Science Christmas, Journal Gift, 120 Pages , 6X9, Soft Cover, Matte ... Gift Ideas For Her,Data And Education Quotes",120,0.0,0,1,"Looking for the perfect gift to wow the Data Lover in your life? This unique notebook is for you!It features a funny design on the cover, making note-taking and creative journaling all the more whimsical. 120 lined pages wait to be filled with valuable information and observations, It comes in a handy 6 x 9-inch size to allow it to be taken anywhere, the cover is a matte-finish for an elegant, quality feel and laminated to withstand lots of handling.This cute Notebook Journal is a Great Gifts Idea for Data Lovers , Data Scientist, Graphic Keeper, Finance Analyst , Makes a very unique gift for every occasion, party or gifts for the office.Click to my author's page and check my other notebooks to find one which will suit you. We have plenty of notebooks in different styles and topics and you will undoubtedly find the perfect one which can be a unique gift for you and your partner, friends or relatives. Choose one of our different and exciting graphic projects and surprise everyone around you!",0,0,0,0,0,https://www.goodreads.com/book/show/103306525-show-me-the-data?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=1073,Bassi House Publishing,,,2020-12-12,Paperback,,Purchase on Amazon
"Show Me The Data: Best Gifts For Data Nerds, Funny Data Science Gifts, Data Science Christmas,/ Journal Gift, 120 Pages , 6X9, Soft Cover, Matte ... Gift Ideas For Her,Data And Education Quotes",120,0.0,0,1,"Looking for the perfect gift to wow the Data Lover in your life? This unique notebook is for you!It features a funny design on the cover, making note-taking and creative journaling all the more whimsical. 120 lined pages wait to be filled with valuable information and observations, It comes in a handy 6 x 9-inch size to allow it to be taken anywhere, the cover is a matte-finish for an elegant, quality feel and laminated to withstand lots of handling.This cute Notebook Journal is a Great Gifts Idea for Data Lovers , Data Scientist, Graphic Keeper, Finance Analyst , Makes a very unique gift for every occasion, party or gifts for the office.Click to my author's page and check my other notebooks to find one which will suit you. We have plenty of notebooks in different styles and topics and you will undoubtedly find the perfect one which can be a unique gift for you and your partner, friends or relatives. Choose one of our different and exciting graphic projects and surprise everyone around you!",0,0,0,0,0,https://www.goodreads.com/book/show/103306152-show-me-the-data?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=1479,Bassi House Publishing,,,2020-12-12,Paperback,,Purchase on Amazon
"Signal Treatment and Signal Analysis in NMR. Data Handling in Science and Technology, Volume 18.",,0.0,0,1,"This volume presents both the theory and applications of new NMR techniques, such as NMR imaging and multidimensional spectroscopy, to time-domain, frequency-domain an dspace-domain NMR signals. Details are provided on many of the algorithms used.",0,0,0,0,0,https://www.goodreads.com/book/show/16821176-signal-treatment-and-signal-analysis-in-nmr-data-handling-in-science-an?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=1552,D.N. Rutledge ,,,,ebbok,,Purchase on Amazon
"Sistema sanitario e logistica di prossima generazione: Sistema sanitario aziendale e IoT, Big Data Science e Cloud Computing",88,0.0,0,1,"Il piÃÂ¹ grande risultato delle interazioni da macchina a macchina, delle interazioni da macchina a uomo, delle interazioni da uomo a macchina e della tecnologia dell'Internet degli oggetti ÃÂ¨ la capacitÃÂ  di eseguire operazioni da qualsiasi dispositivo Internet degli oggetti (PC connesso a Internet, Smartphone, Tablet, PDA, ecc.) in risposta allo scenario sanitario. Il processo di sviluppo tecnologico prende slancio dalla capacitÃÂ  di combinare e modificare la tecnologia esistente. Nell'industria 4.0 , diversi rami delle tecnologie digitali sono stati riuniti per essere combinati per l'informatica digitale. L'idea dell'ICT ÃÂ¨ emersa dalla convergenza delle tecnologie informatiche e di telecomunicazione e da diverse altre tecnologie innovative. La convergenza tecnologica di diverse tecnologie Smart e Intelligent ÃÂ¨ stata configurata per ottenere un efficace monitoraggio del sistema sanitario mobile. La Body Area Network (BAN), altrimenti considerata come Smart Wearable computing, ÃÂ¨ emersa dalla convergenza dell'infrastruttura Computing Science e Sensors Network che ha permesso l'uso di innovative reti di sensori biomedicali intelligenti per la diagnosi a distanza, il trattamento e il monitoraggio continuo delle condizioni di salute dei pazienti.",0,0,0,0,0,https://www.goodreads.com/book/show/125791921-sistema-sanitario-e-logistica-di-prossima-generazione?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=1249,Ugochukwu O. Matthew, ENGR. DR. JAZULI S. KAZAURE,,2020-07-30,Paperback,,Purchase on Amazon
Skazany na sukces. Kariera w Data Science,360,0.0,0,1,Skazany na sukces. Kariera w Data Science,0,0,0,0,0,https://www.goodreads.com/book/show/99474591-skazany-na-sukces-kariera-w-data-science?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=1655,Jacqueline Nolis Emily Robinson,,,2021-01-01,Paperback,,Purchase on Amazon
Smart Technologies in Data Science and Communication: Proceedings of SMART-DSC 2019,338,0.0,0,1,Chapter 1. Digital Transformation of Seed distribution Process.- Chapter 2. Detection of Deceptive Phishing based on Machine Learning Techniques.- Chapter 3. A Shape Based Model with Zone wise Hough Transformation for Handwritten Digit Recognition.- Chapter 4. Deducted Sentiment Analysis for Sarcastic Reviews Using LSTM Networks.- Chapter 5. An Artificial Intelligence Approach to Social Networks Agent Task Scheduling Analysis in Map Reduce for Sentiment Opinion Analysis.- Chapter 6. Automatic Identification of Colloid Cyst in Brain through MRI/CT Scan Images.- Chapter 7. A Detailed Review on Big Data Analytics.- Chapter 8. A Review on Datasets and Tools in the Research of Recommender Systems.- Chapter 9. Performance Comparison of Different Machine Learning Algorithms for Risk Prediction & Diagnosis of Breast Cancer.- Chapter 10. Analysis of DRA with Different Shapes for X-band Applications.- Chapter 11. Android based Application for Environmental Protection.- Chapter 12. LDA Topic Generalization on Museum Collections.- Chapter 13. Roof Edge Detection for Solar Panel Installation.- Chapter 14. Implementation of Kernel based DCT with Controller Unit.- Chapter 15. Space Explorations and Applications of Artificial Intelligence. ÃÂ ,0,0,0,0,0,https://www.goodreads.com/book/show/127034685-smart-technologies-in-data-science-and-communication?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=1250,Jinan Fiaidhi ," Debnath Bhattacharyya , N. Thirupathi Rao ",,2020-04-04,Paperback,,Purchase on Amazon
Smarter Data Science: Succeeding with Enterprise-Grade Data and AI Projects,286,3.67,6,1,"Organizations can make data science a repeatable, predictable tool, which business professionals use to get more value from their data Enterprise data and AI projects are often scattershot, underbaked, siloed, and not adaptable to predictable business changes. As a result, the vast majority fail. These expensive quagmires can be avoided, and this book explains precisely how.ÃÂ  Data science is emerging as a hands-on tool for not just data scientists, but business professionals as well. Managers, directors, IT leaders, and analysts must expand their use of data science capabilities for the organization to stay competitive. Smarter Data Science helps them achieve their enterprise-grade data projects and AI goals. It serves as a guide to building a robust and comprehensive information architecture program that enables sustainable and scalable AI deployments. When an organization manages its data effectively, its data science program becomes a fully scalable function thatÃ¢â¬â¢s both prescriptive and repeatable. With an understanding of data science principles, practitioners are also empowered to lead their organizations in establishing and deploying viable AI. They employ the tools of machine learning, deep learning, and AI to extract greater value from data for the benefit of the enterprise. By following a ladder framework that promotes prescriptive capabilities, organizations can make data science accessible to a range of team members, democratizing data science throughout the organization. Companies that collect, organize, and analyze data can move forward to additional data science When they climb the ladder presented in this book, businesspeople and data scientists alike will be able to improve and foster repeatable capabilities. They will have the knowledge to maximize their AI and data assets for the benefit of their organizations.",1,3,1,1,0,https://www.goodreads.com/book/show/53601559-smarter-data-science?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=659,Neal Fishman," Cole Stryker, Grady Booch (Foreword)",,2020-04-14,Kindle Edition,30.0,Purchase on Goodreads
Smarter Earth Science Data System,,0.0,0,1,0,0,0,0,0,0,https://www.goodreads.com/book/show/145399109-smarter-earth-science-data-system?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=1783,Thomas Huang,,,2013-01-01,Paperback,,Purchase on Amazon
Social Science Data Analysis,,0.0,0,1,"Social Science Data AnalysisThe composition of this book allows the reader to understand statistical theories in a way that is easy to understand, with a little explanation and simple example of analysis method. After the theoretical field has been completed, we have selected the commands in a step-by-step manner with the examples used in the SPSS package so far, and tried to explain the results in detail. Of course, readers who are not interested in mathematical theory will have no trouble doing statistical analysis even if they skip the theoretical field. In addition, the appendix of the book includes a description of how to write the English commands in the package using Hangul commands and a brief commentary on the commands that are not used in the text.",0,0,0,0,0,https://www.goodreads.com/book/show/106466046-social-science-data-analysis?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=764,Koh Young,,,2011-09-01,Paperback,,Purchase on Amazon
"Soft Computing in Data Science: 4th International Conference, SCDS 2018, Bangkok, Thailand, August 15-16, 2018, Proceedings",422,0.0,0,1,"This book constitutes the refereed proceedings of the 4th International Conference on Soft Computing in Data Science, SCDS 2018, held in Bangkok, Thailand, in August 2018. The 30 revised full papers presented were carefully reviewed and selected from 75 submissions. The papers are organized in topical sections on machine and deep learning, image processing, financial and fuzzy mathematics, optimization algorithms, data and text analytics, data visualization.",0,0,0,0,0,https://www.goodreads.com/book/show/94034632-soft-computing-in-data-science?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=854,Bee Wah Yap ," Azlinah Hj Mohamed , Michael W. Berry ",,2019-01-19,Paperback,52.24,Purchase on Goodreads
"Soft Computing in Data Science: 5th International Conference, SCDS 2019, Iizuka, Japan, August 28Ã¢â¬â29, 2019, Proceedings",582,0.0,0,1,"This book constitutes the refereed proceedings of the 5th International Conference on Soft Computing in Data Science, SCDS 2019, held in ÃÂ Iizuka, Japan, in August 2019.ÃÂ  The 30 revised full papers presented were carefully reviewed and selected from 75 submissions. The papers are organized in topical sections on Ã¢â¬â¹information and customer analytics; visual data science; machine and deep learning; big data analytics; computational and artificial intelligence; social network and media analytics.",0,0,0,0,0,https://www.goodreads.com/book/show/101201799-soft-computing-in-data-science?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=762,Michael W. Berry ," Bee Wah Yap , Azlinah Mohamed ",,2019-09-23,Kindle Edition,,Purchase on Amazon
"Soft Computing in Data Science: 7th International Conference, SCDS 2023, Virtual Event, January 24Ã¢â¬â25, 2023, Proceedings",,0.0,0,1,"This book constitutes the refereed proceedings of the 7th International Conference on Soft Computing in Data Science, SCDS 2023, which was held virtually in January 2023.ÃÂ The 21 revised full papers presented were carefully reviewed and selected from 61 submissions. The papers are organized in topical sections on Ã¢â¬â¹Ã¢â¬â¹Ã¢â¬â¹artificial intelligence techniques and applications; computing and optimization; data analytics and technologies; data mining and image processing; mathematical and statistical learning.",0,0,0,0,0,https://www.goodreads.com/book/show/133288250-soft-computing-in-data-science?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=1252,Marina Yusoff ," Tao Hai , Murizah Kassim ",,2023-03-16,Kindle Edition,,Purchase on Amazon
"Soft Computing in Data Science: Second International Conference, SCDS 2016, Kuala Lumpur, Malaysia, September 21-22, 2016, Proceedings",330,0.0,0,1,"This book constitutes the refereed proceedings of the International Conference on Soft Computing in Data Science, SCDS 2016, held in Putrajaya, Malaysia, in September 2016. The 27 revised full papers presented were carefully reviewed and selected from 66 submissions. The papers are organized in topical sections on artificial neural networks; classification, clustering, visualization; fuzzy logic; information and sentiment analytics.",0,0,0,0,0,https://www.goodreads.com/book/show/31924163-soft-computing-in-data-science?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=1481,Michael W. Berry ," Azlinah Mohamed , Bee Wah Yap ",,2016-09-18,Paperback,,Purchase on Amazon
"Space and Earth Science Data Compression Workshop / James C. Tilton, editor. 1991 [Leather Bound]",100,0.0,0,1,"Leather Binding on Spine and Corners with Golden Leaf Printing on round Spine (extra customization on request like complete leather, Golden Screen printing in Front, Color Leather, Colored book etc.) Reprinted in 2018 with the help of original edition published long back [1991]. This book is printed in black & white, sewing binding for longer life, Printed on high quality Paper, re-sized as per Current standards, professionally processed without changing its contents. As these are old books, we processed each page manually and make them readable but in some cases some pages which are blur or missing or black spots. If it is multi volume set, then it is only single volume, if you wish to order a specific or all the volumes you may contact us. We expect that you will understand our compulsion in these books. We found this book important for the readers who want to know more about our old treasure so we brought it back to the shelves. Hope you will like it and give your comments and suggestions. - English, Pages 100. EXTRA 10 DAYS APART FROM THE NORMAL SHIPPING PERIOD WILL BE REQUIRED FOR LEATHER BOUND BOOKS. COMPLETE LEATHER WILL COST YOU EXTRA US$ 25 APART FROM THE LEATHER BOUND BOOKS. {FOLIO EDITION IS ALSO AVAILABLE.} Complete Space and Earth Science Data Compression Workshop / James C. Tilton, editor. 1991 Space and Earth Science Data Compression Workshop ( : Snowbird, Utah)",0,0,0,0,0,https://www.goodreads.com/book/show/140587894-space-and-earth-science-data-compression-workshop-james-c-tilton-edi?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=129,Utah) Space and Earth Science Data Compression Workshop ( : Snowbird,,,2018-01-01,Leather bound,,Purchase on Amazon
Space and Earth Science Data Compression Workshop: Proceedings of a workshop,140,0.0,0,1,0,0,0,0,0,0,https://www.goodreads.com/book/show/166117115-space-and-earth-science-data-compression-workshop?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=105,. Space and Earth Science Data Compression Workshop,,,1991-01-01,Paperback,,Purchase on Amazon
Spark for Data Science,196,0.0,0,1,"Analyze your data and delve deep into the world of machine learning with the latest Spark version, 2.0 About This Book Perform data analysis and build predictive models on huge datasets that leverage Apache Spark Learn to integrate data science algorithms and techniques with the fast and scalable computing features of Spark to address big data challenges Work through practical examples on real-world problems with sample code snippets Who This Book Is For This book is for anyone who wants to leverage Apache Spark for data science and machine learning. If you are a technologist who wants to expand your knowledge to perform data science operations in Spark, or a data scientist who wants to understand how algorithms are implemented in Spark, or a newbie with minimal development experience who wants to learn about Big Data Analytics, this book is for you! What You Will Learn Consolidate, clean, and transform your data acquired from various data sources Perform statistical analysis of data to find hidden insights Explore graphical techniques to see what your data looks like Use machine learning techniques to build predictive models Build scalable data products and solutions Start programming using the RDD, DataFrame and Dataset APIs Become an expert by improving your data analytical skills In Detail This is the era of Big Data. The words 'Big Data' implies big innovation and enables a competitive advantage for businesses. Apache Spark was designed to perform Big Data analytics at scale, and so Spark is equipped with the necessary algorithms and supports multiple programming languages. Whether you are a technologist, a data scientist, or a beginner to Big Data analytics, this book will provide you with all the skills necessary to perform statistical data analysis, data visualization, predictive modeling, and build scalable data products or solutions using Python, Scala, and R. With ample case studies and real-world examples, Spark for Data Science will help you ensure the successful execution of your data science projects. Style and approach This book takes a step-by-step approach to statistical analysis and machine learning, and is explained in a conversational and easy-to-follow style. Each topic is explained sequentially with a focus on the fundamentals as well as the advanced concepts of algorithms and techniques. Real-world examples with sample code snippets are also included.""",0,0,0,0,0,https://www.goodreads.com/book/show/32565876-spark-for-data-science?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=1515,Bikramaditya Singhal, Srinivas Duvvuri,,2016-09-30,ebbok,43.99,Purchase on Goodreads
Spreadsheets to Cubes: Advanced Data Analysis for Managers (Small Medium Business),223,0.0,0,1,"This book strives to show managers that there is a path that leads from spreadsheets to advanced data analysis and Business Intelligence and that it is well within the budgets and technical ability of small businesses, hobbyists and students. The book's goals are to introduce self-service Business Intelligence through DIY reporting and data analysis and to establish a knowledge base that will allow the reader to understand the logical progression from spreadsheets to multidimensional data structures (cubes). The book follows the proven path from excel spreadsheets to better business analysis, customer engagement, and financial forecasting by adopting data mining and data science techniques. What you will learn: Chapter 1 Ã¢â¬â What is Data and why is it important?  about the DIKW pyramid and the different types of data such as qualitative and quantitative measurement data, as well as data forms such as Structured, Semi-structured and Unstructured and their attributes hot, warm, cold, fast or slow. Chapter 2 Ã¢â¬â Deriving Knowledge from Information how to approach Data Analytics and the different methods as well as how to evaluate data and information sources. We will learn about types of information such as Strategic, tactical and Operational and about company cultures. Chapter 3 Ã¢â¬â Data Management & Governance  we will learn about why we need robust data management and good data handling procedures. Chapter 4 Ã¢â¬â Data Life Cycle  about the way data flows through an organisation how we handle it and about its life cycle. Chapter 5 Ã¢â¬â Working with Data  about the methods we can deploy for handling and analyzing data in the small business. We will introduce how we store, process and present data through spreadsheets and tables. Chapter 6 Ã¢â¬â Introducing MS BI and Analysis Tools  about the MS BI suite of data analytic tools suitable for the SMB, such as PowerQuery, PowerPivot and others and how we can use them as data analytical tools. Chapter 7 Ã¢â¬â An Introduction to Relational Databases  about their schemas and how we can design them and about the different types of databases that exist. Chapter 8 Ã¢â¬â we will learn about Online Transactional Databases, their uses and characteristics. We will also learn how to model and design the schema. Chapter 9 Ã¢â¬â Operational Databases  about Operational Databases how they are optimized, column Vs. row orientated, and how they differ as well as in-memory databases and how they work. Chapter 10 Ã¢â¬â Alternative OLAP Data Schema  about Online Analytic Processing databases and their different schema such as Star, Snowflake, Starflake and Galaxy and be introduced to cubes. Chapter 11 Ã¢â¬â Designing a Data Warehouse  how we design a data warehouse, the approaches, top down or bottom up, also about data marts and design philosphies. Chapter 12 Ã¢â¬â Overview of multi-dimensional modeling  all about cubes, how they are used and why they are so useful in analytics. We will learn how to design their structure and how to navigate them. We will also learn how to create a logical and physical model and propose architecture suited to small business. Chapter 13 Ã¢â¬â Advanced Data Analysis and BI  how about BI and the business cases used to deploy analytical projects we will also examine proposed lean architectures and why they are suited to SMB. Chapter 14 Ã¢â¬â Introduction to Data Mining  about data mining techniques and algorithms commonly used such as regression, classification, clustering, associated rules and others.",0,0,0,0,0,https://www.goodreads.com/book/show/36990476-spreadsheets-to-cubes?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=1369,Alasdair Gilchrist,,,2017-07-30,Kindle Edition,5.99,Purchase on Goodreads
SPSS Essentials: Managing and Analyzing Social Sciences Data,272,3.5,2,1,"Written by a highly experienced researcher and teachers, this book provides a much-needed guide to the proper use of Statistical Package for the Social Sciences (SPSS) software in social research, particularly where data may not be presented in the most convenient way. The book focuses on data manipulations and covers the majority of real-world use of SPSS use. Among the book's many unique features are its 'syntax diary' method for organization of manipulations and analyses. Offers both novices and intermediate users a framework within which they can safely and comfortably work with SPSS.",0,1,1,0,0,https://www.goodreads.com/book/show/6916757-spss-essentials?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=228,John T. Kulas,,,,Paperback,,Purchase on Amazon
SQL For Data Science: Analyzing Big Data With Structured Query Language,47,0.0,0,1,"This book is the essential guide for all database managers, users, and programmers. It covers detailed topics such as SQL select statements, scalar functions, aggregate functions, SQL Data Definition Language (DDL), Conditional Operators, Comparison Operators, Aliases, SQL Data Manipulation Language (DML), SQL Select Into statements, SQL INNER JOIN, LEFT JOIN, RIGHT JOIN, UNION statements and more. Download this book now to quickly construct efficient logical queries and securely backup data tables! Master the fundamentals of database management in easy steps!",0,0,0,0,0,https://www.goodreads.com/book/show/178629450-sql-for-data-science?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=800,Bryce Reeser,,,2023-06-15,Kindle Edition,,Purchase on Amazon
SQL Mastery: The Complete Beginner'S Guide To Learning SQL For Data Science,174,0.0,0,1,"Are you ready to learn SQL and take control of databases? This book will give you the skills and knowledge you need, with logical explanations, images, and practical exercises to help you get up to speed quickly. You'll be mastering SQL in seven days or less! This guide is essential for software developers and data scientists. With the huge amounts of data produced every day, tools like SQL are needed to process and store information. Find out why SQL is used in Data Science, and how the Relational Database Management System (RDBMS) can be employed by tech giants for power, design, flexibility, and scalability. Learn the language of databases, how to define, manipulate, control, and query data using SQL. Unlock your potential and become a professional in database management!",0,0,0,0,0,https://www.goodreads.com/book/show/126521016-sql-mastery?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=1593,Charolette Bierbrauer,,,2023-04-07,Kindle Edition,,Purchase on Amazon
Start & Grow Your Career In Machine Learning & Data Science | Janice Pan,,0.0,0,1,0,0,0,0,0,0,https://www.goodreads.com/book/show/57953910-start-grow-your-career-in-machine-learning-data-science-janice-pan?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=1766,Class Creatives,,,2020-08-22,Kindle Edition,,Kindle Unlimited
Start Predicting In A World Of Data Science And Predictive Analysis,38,0.0,0,1,"The majority of people already know how to predict. For instance, you can predict your age next year. Understanding and visualizing how this prediction works is very simplistic and opens the door for predicting many different types of data. This book is the ""How To"" for setting up and understanding a simple predictive model.",0,0,0,0,0,https://www.goodreads.com/book/show/19232685-start-predicting-in-a-world-of-data-science-and-predictive-analysis?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=1555,Matthew Abbitt,,,,ebbok,5.99,Purchase on Goodreads
